,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,snr_xz,sep,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.025,p_a=0.05,p_a=0.1
24,5000,0.25,1.0,2,250,real_weights,1,0.0,0.015625,False,2456.69921875,0.9999999999999292,0.9867426296148226,0.04520955085754397,0.0062674880027771,0.0,0.02,0.03,0.05,0.1
1,1000,0.25,1.0,2,250,real_TRE_Q,1,0.0,0.015625,False,480.34033203125,0.44787924867741025,0.7859606965292981,0.06538916587829591,-0.01281440258026123,0.0,0.02,0.02,0.05,0.11
57,10000,0.25,1.0,2,250,real_weights,1,0.0,0.015625,False,4929.6845703125,0.9999999999999083,0.6943943223390917,0.07111776351928711,-0.01305389404296875,0.0,0.0,0.03,0.07,0.12
89,1000,0.25,1.0,2,250,rulsif,1,0.01,0.015625,False,448.0108337402344,0.279319992327537,0.6139529156351418,0.07522958755493159,-0.02862277626991272,0.0,0.0,0.0,0.04,0.11
34,1000,0.25,1.0,2,250,rulsif,1,0.0,0.015625,False,436.8589782714844,0.2655597570583563,0.44357685362756594,0.08514967918395999,-0.028822332620620728,0.0,0.0,0.01,0.03,0.07
0,1000,0.25,1.0,2,250,real_weights,1,0.0,0.015625,False,493.91259765625,0.999999999999895,0.3560288431146558,0.09125754356384275,0.022954106330871582,0.0,0.01,0.02,0.04,0.08
23,1000,0.25,1.0,2,250,random_uniform,1,0.0,0.015625,False,374.8021545410156,0.08073519694608247,0.30944914744730484,0.09495002746582026,-0.03580838441848755,0.0,0.0,0.02,0.06,0.12
45,1000,0.25,1.0,2,250,real_weights,1,0.01,0.015625,False,493.91259765625,0.999999999999895,0.3046917662121382,0.09534933090209963,-0.018922150135040283,0.0,0.0,0.01,0.03,0.07
29,5000,0.25,1.0,2,250,real_weights,1,0.01,0.015625,False,2456.69921875,0.9999999999999292,0.16299217951702138,0.11027944087982178,-0.04566869139671326,0.01,0.05,0.09,0.13,0.2
28,5000,0.25,1.0,2,250,rulsif,1,0.0,0.015625,False,2255.0185546875,0.07925562233762225,0.15496994015994262,0.11139720439910894,-0.05536925792694092,0.0,0.0,0.03,0.07,0.12
6,1000,0.25,1.0,2,250,rulsif,1,0.02,0.015625,False,457.9718017578125,0.37173519963960266,0.10251269795867197,0.12015969753265382,-0.04015961289405823,0.0,0.01,0.06,0.12,0.2
61,10000,0.25,1.0,2,250,rulsif,1,0.0,0.015625,False,4801.19091796875,0.4167735862918872,0.09837769461944301,0.12099802017211914,-0.0731736421585083,0.02,0.05,0.09,0.1,0.18
12,1000,0.25,1.0,2,250,NCE_Q,1,0.0,0.015625,False,468.29949951171875,0.08819164798134876,0.06361915078609272,0.1295409440994263,-0.0312575101852417,0.0,0.0,0.03,0.06,0.11
2,1000,0.25,1.0,2,250,real_weights,1,0.02,0.015625,False,493.91259765625,0.999999999999895,0.043085825008392364,0.13672661781311035,-0.0673852264881134,0.0,0.01,0.05,0.08,0.18
78,1000,0.25,1.0,2,250,random_uniform,1,0.01,0.015625,False,374.75494384765625,0.03977713987528979,0.008644145398656865,0.1630139780044556,-0.06854289770126343,0.0,0.01,0.03,0.09,0.16
62,10000,0.25,1.0,2,250,real_weights,1,0.01,0.015625,False,4929.6845703125,0.9999999999999083,0.005929755297623558,0.168582878112793,-0.08978039026260376,0.03,0.08,0.09,0.12,0.2
67,1000,0.25,1.0,2,250,NCE_Q,1,0.01,0.015625,False,474.1324462890625,-0.3025213677777208,0.004292143919971218,0.1732135105133057,-0.10203596949577332,0.0,0.01,0.02,0.1,0.18
26,5000,0.25,1.0,2,250,NCE_Q,1,0.0,0.015625,False,2431.0087890625,0.08110912603169351,0.0010150243962009776,0.19249505043029785,-0.129421204328537,0.06,0.07,0.12,0.18,0.23
56,1000,0.25,1.0,2,250,real_TRE_Q,1,0.01,0.015625,False,330.1516418457031,0.14177361944045747,9.343686178529638e-05,0.22063867092132572,-0.09093812108039856,0.01,0.02,0.05,0.12,0.17
7,1000,0.25,1.0,2,250,real_weights,1,0.03,0.015625,False,493.91259765625,0.999999999999895,2.1434068032086385e-05,0.23628747940063477,-0.13708582520484924,0.02,0.05,0.14,0.19,0.28
27,5000,0.25,1.0,2,250,random_uniform,1,0.0,0.015625,False,1864.2691650390625,-0.013005701738589037,1.7389698615296115e-05,0.23842318058013917,-0.13357287645339966,0.01,0.07,0.09,0.15,0.26
25,5000,0.25,1.0,2,250,real_TRE_Q,1,0.0,0.015625,False,2425.994873046875,-0.17175328634281792,2.7874218173499085e-06,0.25632731437683104,-0.14123749732971191,0.04,0.05,0.09,0.18,0.31
3,1000,0.25,1.0,2,250,real_TRE_Q,1,0.02,0.015625,False,466.9203186035156,-0.04937558731917492,1.726537506810859e-06,0.2607983684539795,-0.15497004985809326,0.02,0.07,0.11,0.19,0.3
5,1000,0.25,1.0,2,250,random_uniform,1,0.02,0.015625,False,371.3509521484375,-0.030615323845492603,1.1421849364344185e-06,0.26459079742431646,-0.15732532739639282,0.02,0.1,0.13,0.21,0.32
33,5000,0.25,1.0,2,250,rulsif,1,0.01,0.015625,False,2214.5673828125,0.10409480347852082,3.795696604725706e-07,0.2744310998916626,-0.14251500368118286,0.05,0.09,0.13,0.16,0.27
4,1000,0.25,1.0,2,250,NCE_Q,1,0.02,0.015625,False,427.0458984375,0.06385290069222667,2.985261534199692e-07,0.27652696609497074,-0.14219558238983154,0.03,0.05,0.13,0.22,0.32
