,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,snr_xz,sep,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.025,p_a=0.05,p_a=0.1
93,10000,0.05,1.0,2,250,NCE_Q,15,0.001,0.00014648437500000008,True,4599.2568359375,0.03780042142712439,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
310,10000,0.05,1.0,2,250,random_uniform,50,0.003,0.0004882812500000003,False,3751.872802734375,0.008160308568858902,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
308,5000,0.05,1.0,2,250,rulsif,2,0.001,0.0006250000000000001,True,2188.331298828125,0.1829244151130052,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
88,5000,0.05,1.0,2,250,random_uniform,15,0.001,0.00014648437500000008,False,1877.2987060546875,-0.003456420458394032,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
95,10000,0.05,1.0,2,250,random_uniform,15,0.001,0.00014648437500000008,True,3718.28955078125,0.0002915359784901273,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
96,10000,0.05,1.0,2,250,random_uniform,15,0.001,0.00014648437500000008,False,3764.9111328125,0.0024714757055478986,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
301,5000,0.05,1.0,2,250,random_uniform,50,0.003,0.0004882812500000003,False,1876.8719482421875,0.011096698451889743,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
300,5000,0.05,1.0,2,250,random_uniform,50,0.003,0.0004882812500000003,True,1882.6986083984375,-0.0002760873574714022,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
36,5000,0.05,1.0,2,250,rulsif,2,0.005,0.0006250000000000001,True,2194.237548828125,0.23653396999589138,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
273,5000,0.05,1.0,2,250,random_uniform,50,0.002,0.0004882812500000003,True,1881.3603515625,0.015080163943342674,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
274,5000,0.05,1.0,2,250,random_uniform,50,0.002,0.0004882812500000003,False,1874.4151611328125,0.04466515539849809,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
279,10000,0.05,1.0,2,250,real_TRE_Q,50,0.002,0.0004882812500000003,False,4215.22607421875,-0.09158118394591248,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
281,10000,0.05,1.0,2,250,NCE_Q,50,0.002,0.0004882812500000003,False,4703.72705078125,-0.07855008846933359,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
282,10000,0.05,1.0,2,250,random_uniform,50,0.002,0.0004882812500000003,True,3754.9775390625,0.011338992464873224,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
283,10000,0.05,1.0,2,250,random_uniform,50,0.002,0.0004882812500000003,False,3742.85498046875,0.018800836602709186,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
37,5000,0.05,1.0,2,250,rulsif,2,0.005,0.0006250000000000001,False,2201.051025390625,0.2573204435638582,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
327,5000,0.05,1.0,2,250,random_uniform,50,0.004,0.0004882812500000003,False,1869.892822265625,0.0069821273936304645,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
87,5000,0.05,1.0,2,250,random_uniform,15,0.001,0.00014648437500000008,True,1881.44970703125,-0.004782726212227393,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
71,10000,0.05,1.0,2,250,rulsif,15,0.0,0.00014648437500000008,True,168.76910400390625,-0.015342548027255296,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
230,10000,0.05,1.0,2,250,random_uniform,50,0.0,0.0004882812500000003,False,3741.677734375,-0.0008670976396926118,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
131,10000,0.05,1.0,2,250,rulsif,2,0.0,0.0006250000000000001,True,4287.83349609375,-0.08096476546406915,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
221,5000,0.05,1.0,2,250,random_uniform,50,0.0,0.0004882812500000003,True,1871.789306640625,-0.03780423119605541,0.0,1.0,-0.5,1.0,1.0,1.0,1.0,1.0
