"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
0.000952896593949359,0.0017232610161423,0.00127478598141783,0.0417002394222909,0.158123510433848,0.000162411508923976,0.003481171504293,0.0235057495648403,0.0425556057442566,0.0127055330172929,0.00201970867288741,0.157910037378261,0.0952942728141451,0.000841958471308523,0.000455825704065289,0.0203505593930025,0.010031437303306,0.00223110841824126,0.0390082026547106,0.0635151654658715,0.161504241955791,0.00363890561808673,0.00239081785142149,0.2847809671052,5.1379476071171e-05,0.00173232873482906,0.0348691901747812,0.0391457463717979,0.000548873780387717,0.0918877604312975,0.0223553776114129,0.0325023781001596,2.02319772876489e-05,3.71183068892448e-05,0.00800801140785937,0.0028108453372835,0.000234795688142549,0.0174899070380405,0.000180960333474998,0.02586949198384,0.0214463395386035,8.16321865668715e-05,0.000314901492714392,0.000369968510754631,0.28499837432447,0.012480417070458,3.23608760796624e-05,0.000188388258703809,0.0033309906660234,0.00273445969239519,0.00937998793519706,1.55910154672437e-05,0.00416390603606249,0.0161063652911047,0.0582501053103591,0.0536088893840364,4.97323536145247e-05,0.00214662328366026,0.0186645993502879,0.0184053273713654,0.0110422611930873,0.00075449635265758,2.14812919140791e-05,0.0117635787818245,0.0755567314945745,0.011711806530005,0.0266395456569761,0.0845719015755343,0.0309654377399844,0.0168455601172981,0.000971600612516274,0.083472556743475,0.00293056720797024,0.0955733479708663,0.0129676711276904,0.019366837044759,0.0166995734080638,0.0230887657054377,0.00983632033356499,0.125663373660559,0.00116615995033174,0.00327433681412834,0.00746176878515187,0.0556391258744173,0.0152139968967825,0.423797123601972,0.0364166575381485,0.0169088337203515,0.0354943373383273,0.00731530320808599,0.026837054348839,0.0157674382477519,8.27247633861253e-05,0.0601210460303819,0.00170724367504689,0.00255696719602803,0.00138738971236474,0.00349188431399251,0.00202777399106261,0.0237487937888316
