,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.05,p_a=0.1
191,5000,0.5,1.0,2,250,NCE_Q,3,0.5,2481.305419921875,-0.02789189153661344,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
192,5000,0.5,1.0,2,250,real_TRE_Q,3,0.0,2466.4462890625,0.021555822483375838,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
193,5000,0.5,1.0,2,250,NCE_Q,3,0.0,2492.627197265625,0.03518851343654879,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
195,5000,0.5,0.75,2,250,real_TRE_Q,3,0.1,2486.67529296875,0.057171030038186375,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
196,5000,0.5,0.75,2,250,NCE_Q,3,0.1,2498.552001953125,-0.09307872693257391,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
197,5000,0.5,0.75,2,250,real_TRE_Q,3,0.25,2493.013916015625,0.06654802964471665,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
198,5000,0.5,0.75,2,250,NCE_Q,3,0.25,2498.92138671875,0.10795212859928008,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
199,5000,0.5,0.75,2,250,real_TRE_Q,3,0.5,2495.55322265625,-0.09462001797804087,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
200,5000,0.5,0.75,2,250,NCE_Q,3,0.5,2497.197998046875,-0.08479883429464359,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
208,5000,0.5,0.5,2,250,real_TRE_Q,3,0.5,2489.076416015625,0.026204380070666847,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
209,5000,0.5,0.5,2,250,NCE_Q,3,0.5,2493.419677734375,0.004999393245414917,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
212,5000,0.5,1.0,2,250,real_TRE_Q,15,0.1,2489.8486328125,0.01787380740510317,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
213,5000,0.5,1.0,2,250,NCE_Q,15,0.1,2489.635009765625,0.07717712952827342,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
214,5000,0.5,1.0,2,250,real_TRE_Q,15,0.25,2489.68359375,0.048126458381062935,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
187,5000,0.5,1.0,2,250,NCE_Q,3,0.1,2490.986572265625,0.003578467589112494,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
186,5000,0.5,1.0,2,250,real_TRE_Q,3,0.1,2497.256103515625,0.07459373326308154,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
182,1000,0.5,0.5,2,250,NCE_Q,50,0.5,496.1275329589844,0.03210328650244724,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
169,1000,0.5,0.75,2,250,NCE_Q,50,0.1,497.85125732421875,-0.048854865880547466,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
161,1000,0.5,1.0,2,250,NCE_Q,3,0.5,499.5318298339844,0.017493932186351573,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
162,1000,0.5,1.0,2,250,real_TRE_Q,50,0.25,497.3780822753906,-0.04222260312990366,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
134,1000,0.5,1.0,2,250,NCE_Q,15,0.1,495.6888732910156,-0.029279417875535407,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
163,1000,0.5,1.0,2,250,NCE_Q,50,0.25,498.7213134765625,-0.06887037919357471,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
164,1000,0.5,1.0,2,250,real_TRE_Q,50,0.5,489.0546569824219,-0.07861334184050948,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
165,1000,0.5,1.0,2,250,NCE_Q,50,0.5,498.42547607421875,-0.03241825531277635,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
168,1000,0.5,0.75,2,250,real_TRE_Q,50,0.1,493.9682312011719,-0.04688225364276896,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
170,1000,0.5,0.75,2,250,real_TRE_Q,50,0.25,491.57867431640625,-0.085993337115465,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
181,1000,0.5,0.5,2,250,real_TRE_Q,50,0.5,496.73150634765625,-0.014206857732255293,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
171,1000,0.5,0.75,2,250,NCE_Q,50,0.25,496.7100524902344,-0.0639326214832463,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
173,1000,0.5,0.75,2,250,real_TRE_Q,50,0.5,489.3009338378906,-0.008810166486737636,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
174,1000,0.5,0.75,2,250,NCE_Q,50,0.5,498.8247375488281,0.06171252587870076,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
177,1000,0.5,0.5,2,250,real_TRE_Q,50,0.1,489.4383544921875,-0.06447752929153407,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
178,1000,0.5,0.5,2,250,NCE_Q,50,0.1,499.1029052734375,-0.065183588501487,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
