,n,$/beta_{xz}$,$c_q$,q_d,# perm,nce_style,d_Z,beta_xy,EFF est w,true_w_q_corr,KS pval,KS stat,uniform-dev,p_a=0.001,p_a=0.01,p_a=0.05,p_a=0.1
75,10000,0.5,0.5,2,250,NCE_Q,3,0.0,4997.423828125,0.14119578471056893,0.9857823434236276,0.04549799680709843,-0.0042231082916259766,0.02,0.04,0.06,0.13
129,10000,0.5,0.5,2,250,NCE_Q,50,0.0,4995.21142578125,-0.06660431985691255,0.7469810101973801,0.06856568813323977,0.02768927812576294,0.0,0.0,0.04,0.09
156,1000,0.5,0.5,2,250,real_TRE_Q,15,0.0,496.4332275390625,0.01270332438403872,0.7295262050562956,0.06940237998962406,0.01521909236907959,0.0,0.0,0.09,0.12
49,5000,0.5,0.5,2,250,NCE_Q,50,0.0,2494.0048828125,-0.013028675901359003,0.6816128332041264,0.07175303459167481,-0.018047839403152466,0.0,0.0,0.05,0.09
128,10000,0.5,0.5,2,250,real_TRE_Q,50,0.0,4939.61279296875,0.02080590119911647,0.5830054307464094,0.07689242362976079,0.02354586124420166,0.0,0.0,0.03,0.11
74,10000,0.5,0.5,2,250,real_TRE_Q,3,0.0,4950.201171875,0.15821875312618242,0.5208683789158924,0.08039843320846557,-0.019561797380447388,0.01,0.03,0.08,0.18
48,5000,0.5,0.5,2,250,real_TRE_Q,50,0.0,2476.09228515625,-0.029299971253103754,0.40556561375122463,0.0876892900466919,-0.02278885245323181,0.0,0.02,0.04,0.1
157,1000,0.5,0.5,2,250,NCE_Q,15,0.0,496.5138244628906,0.030815967843881527,0.3963864642965511,0.0883266758918762,0.022390425205230713,0.01,0.01,0.06,0.11
21,5000,0.5,0.5,2,250,real_TRE_Q,15,0.0,2479.2275390625,0.044720238411400305,0.34021314202142416,0.09247013092041018,0.03828686475753784,0.0,0.0,0.03,0.08
208,5000,0.5,0.5,2,250,NCE_Q,3,0.0,2496.098876953125,0.2627631145791512,0.2696035081981664,0.09844621181488036,-0.03127491474151611,0.01,0.03,0.07,0.16
22,5000,0.5,0.5,2,250,NCE_Q,15,0.0,2484.34765625,0.0686188020474707,0.2691728546934917,0.09848603725433347,0.03689241409301758,0.0,0.02,0.02,0.07
101,10000,0.5,0.5,2,250,real_TRE_Q,15,0.0,4985.58447265625,0.06949450333459013,0.25524387594710585,0.09980075359344481,0.022828638553619385,0.0,0.02,0.07,0.12
207,5000,0.5,0.5,2,250,real_TRE_Q,3,0.0,2485.6953125,0.27014454896154677,0.13359308792216928,0.11462153911590578,-0.03374505043029785,0.02,0.04,0.08,0.16
102,10000,0.5,0.5,2,250,NCE_Q,15,0.0,4976.6455078125,-0.017837055720379927,0.12918077865926367,0.11533863544464107,0.019482076168060303,0.0,0.0,0.08,0.1
182,1000,0.5,0.5,2,250,real_TRE_Q,50,0.0,497.30084228515625,-0.09721880645695874,0.050888438074231546,0.1337051963806153,-0.05486056208610535,0.0,0.0,0.05,0.1
183,1000,0.5,0.5,2,250,NCE_Q,50,0.0,496.64208984375,-0.011810320458435948,0.04101133815199951,0.1376095795631409,-0.04645425081253052,0.0,0.01,0.04,0.1
131,1000,0.5,0.5,2,250,NCE_Q,3,0.0,498.4964599609375,-0.04242843395721154,0.02434681810595731,0.14661352634429936,-0.06410357356071472,0.01,0.02,0.07,0.12
130,1000,0.5,0.5,2,250,real_TRE_Q,3,0.0,492.44012451171875,0.008136596220172604,0.013322620859683209,0.1563745141029358,-0.07442232966423035,0.01,0.01,0.06,0.12
45,1000,0.5,0.75,2,250,real_TRE_Q,3,0.0,492.0863342285156,-0.0022439018490709676,3.2944196634877165e-05,0.231832685470581,-0.1434263288974762,0.0,0.06,0.12,0.19
56,1000,0.5,0.75,2,250,NCE_Q,3,0.0,498.9448547363281,-0.013647276209593287,4.818327691978037e-06,0.25111558914184573,-0.1522310972213745,0.02,0.02,0.11,0.17
67,1000,0.5,0.5,2,250,real_TRE_Q,3,0.1,497.7376708984375,0.03942069331529943,2.586845213814975e-07,0.2777689409255981,-0.14824706315994263,0.03,0.04,0.11,0.18
147,1000,0.5,0.75,2,250,real_TRE_Q,15,0.0,497.26849365234375,0.16290782147807759,1.7697202171064713e-09,0.31776894092559815,-0.20290839672088623,0.03,0.05,0.21,0.35
78,1000,0.5,0.5,2,250,NCE_Q,3,0.1,499.4153747558594,-0.030048468830152244,1.0575545638645897e-09,0.3215936136245727,-0.15195220708847046,0.0,0.01,0.09,0.16
148,1000,0.5,0.75,2,250,NCE_Q,15,0.0,499.08111572265625,0.05036272234867258,4.5903471362824796e-10,0.3276892900466919,-0.21147412061691284,0.03,0.06,0.18,0.3
198,5000,0.5,0.75,2,250,real_TRE_Q,3,0.0,2483.04150390625,-0.10211541318868667,2.1424931757514338e-10,0.3331474018096924,-0.21462151408195496,0.05,0.09,0.25,0.39
199,5000,0.5,0.75,2,250,NCE_Q,3,0.0,2487.068115234375,0.004205935681047678,2.9209170259773675e-11,0.34697213411331174,-0.2241036295890808,0.03,0.08,0.28,0.37
201,5000,0.5,0.5,2,250,NCE_Q,3,0.1,2497.400634765625,0.13905782999891278,2.8867928482920358e-11,0.3470518445968628,-0.23745021224021912,0.05,0.09,0.27,0.4
200,5000,0.5,0.5,2,250,real_TRE_Q,3,0.1,2464.8173828125,-0.026987297405375803,7.023361250542304e-12,0.3564940500259399,-0.2481275200843811,0.09,0.14,0.29,0.43
65,10000,0.5,0.75,2,250,real_TRE_Q,3,0.0,4949.744140625,0.10426639768923701,1.8943442462020659e-16,0.4193227291107178,-0.28035858273506165,0.08,0.14,0.28,0.42
66,10000,0.5,0.75,2,250,NCE_Q,3,0.0,4987.248046875,-0.013366066953853955,5.780743245420421e-17,0.4257370686531067,-0.27203187346458435,0.07,0.13,0.27,0.39
69,10000,0.5,0.5,2,250,NCE_Q,3,0.1,4989.93115234375,0.04378465477685916,4.322205996268083e-17,0.4272908568382263,-0.285737082362175,0.1,0.17,0.34,0.43
181,1000,0.5,1.0,2,250,NCE_Q,3,0.0,498.1760559082031,-0.03655568039720891,9.957666006915023e-21,0.469402379989624,-0.31223107874393463,0.1,0.19,0.4,0.54
170,1000,0.5,1.0,2,250,real_TRE_Q,3,0.0,497.32275390625,-0.05580652360308604,2.825630130005195e-21,0.47533863544464117,-0.2975298911333084,0.1,0.18,0.33,0.45
68,10000,0.5,0.5,2,250,real_TRE_Q,3,0.1,4977.34033203125,-0.08930932221819637,3.2343821226713064e-22,0.48533863544464106,-0.3101992607116699,0.07,0.18,0.37,0.49
173,1000,0.5,0.75,2,250,real_TRE_Q,50,0.0,497.5562438964844,0.0279207332080698,2.6703390787364086e-24,0.5065737009048462,-0.3118326961994171,0.05,0.18,0.4,0.55
174,1000,0.5,0.75,2,250,NCE_Q,50,0.0,494.69036865234375,0.018894818205884605,1.794374435140818e-27,0.5368127727508545,-0.3206772953271866,0.07,0.16,0.39,0.6
14,5000,0.5,0.75,2,250,NCE_Q,15,0.0,2490.30029296875,0.005666083719294519,4.31119171275016e-36,0.608764934539795,-0.3825896680355072,0.17,0.32,0.52,0.64
13,5000,0.5,0.75,2,250,real_TRE_Q,15,0.0,2480.885498046875,-0.02028635150359624,7.611244979507405e-37,0.6144621777534485,-0.37115539610385895,0.12,0.24,0.52,0.67
93,10000,0.5,0.75,2,250,NCE_Q,15,0.0,4980.52392578125,-0.020319512924375092,5.9611993599177855e-62,0.7661753273010254,-0.4498804956674576,0.4,0.58,0.81,0.85
92,10000,0.5,0.75,2,250,real_TRE_Q,15,0.0,4942.98876953125,-0.022111094083121882,1.0004094233990576e-66,0.7883665609359741,-0.45306774601340294,0.41,0.57,0.81,0.88
150,1000,0.5,0.5,2,250,real_TRE_Q,15,0.1,494.0710144042969,0.05823542577847226,5.178602647817496e-69,0.7983665609359741,-0.45426297187805176,0.34,0.56,0.81,0.89
151,1000,0.5,0.5,2,250,NCE_Q,15,0.1,497.2884521484375,0.058375178349426675,2.246052310436273e-74,0.8203187227249146,-0.45565739274024963,0.36,0.56,0.81,0.9
139,1000,0.5,1.0,2,250,real_TRE_Q,15,0.0,493.74884033203125,-0.04457216994718061,5.6026818869262946e-77,0.8302390718460083,-0.47159363701939583,0.55,0.67,0.85,0.91
100,1000,0.5,0.5,2,250,NCE_Q,3,0.25,498.38787841796875,0.045378404702298585,1.1933901414095802e-87,0.8661753273010254,-0.4825099725276232,0.52,0.73,0.91,0.95
140,1000,0.5,1.0,2,250,NCE_Q,15,0.0,497.596435546875,0.05645998527702506,8.433355894305919e-92,0.8782071995735169,-0.4836653470993042,0.68,0.8,0.92,0.95
89,1000,0.5,0.5,2,250,real_TRE_Q,3,0.25,493.548583984375,0.08719415058416667,3.8863839480766865e-97,0.8921912336349487,-0.48482073098421097,0.57,0.77,0.94,0.96
202,1000,0.5,0.75,2,250,NCE_Q,3,0.1,499.2915954589844,0.07342329002253496,3.6080442776500674e-97,0.8922709441184997,-0.48952192161232233,0.69,0.8,0.94,0.97
190,5000,0.5,1.0,2,250,real_TRE_Q,3,0.0,2481.7265625,-0.01505313209621325,2.417745829484784e-101,0.9021115827560425,-0.4846613612025976,0.75,0.86,0.94,0.96
192,1000,0.5,0.75,2,250,real_TRE_Q,3,0.1,494.8941955566406,0.006800342455944072,3.175082916667446e-103,0.9062549781799316,-0.4872111678123474,0.62,0.84,0.94,0.97
40,5000,0.5,0.75,2,250,NCE_Q,50,0.0,2496.8134765625,0.016608435381035794,4.131048107551559e-109,0.9181274890899658,-0.4922709232196212,0.77,0.86,0.96,0.98
164,1000,0.5,1.0,2,250,real_TRE_Q,50,0.0,497.2794189453125,0.0931934985413443,3.747503898930788e-109,0.9182071995735168,-0.49466135958209634,0.84,0.91,0.95,0.99
39,5000,0.5,0.75,2,250,real_TRE_Q,50,0.0,2487.97705078125,-0.01652434861659783,3.34410602407425e-110,0.920159420967102,-0.49219124438241124,0.71,0.88,0.96,0.98
165,1000,0.5,1.0,2,250,NCE_Q,50,0.0,499.1296081542969,0.015481800370071104,3.632473904320926e-124,0.9421115827560425,-0.49693227536045015,0.86,0.93,0.98,1.0
191,5000,0.5,1.0,2,250,NCE_Q,3,0.0,2496.3994140625,-0.01967586453337697,3.771069053767819e-138,0.9580478382110595,-0.49665338755585253,0.95,0.96,0.98,0.98
120,10000,0.5,0.75,2,250,NCE_Q,50,0.0,4977.68359375,-0.019756132805659427,1.70057034566539e-170,0.980079710483551,-0.4995219135307707,0.96,0.98,1.0,1.0
119,10000,0.5,0.75,2,250,real_TRE_Q,50,0.0,4983.31982421875,0.034393098461981984,3.4646412728765395e-180,0.9840637445449829,-0.49968127548345365,0.97,0.98,1.0,1.0
80,10000,0.5,1.0,2,250,NCE_Q,15,0.25,4988.2216796875,-0.018278966386089272,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
79,10000,0.5,1.0,2,250,real_TRE_Q,15,0.25,4988.58935546875,-0.0018652023813478299,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
77,10000,0.5,1.0,2,250,NCE_Q,15,0.1,4992.5302734375,-0.023799356590931093,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
76,10000,0.5,1.0,2,250,real_TRE_Q,15,0.1,4977.666015625,-0.05555654453918239,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
83,10000,0.5,1.0,2,250,real_TRE_Q,15,0.0,4978.9873046875,0.04913260277462116,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
81,10000,0.5,1.0,2,250,real_TRE_Q,15,0.5,4966.06396484375,0.010222275459529261,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
82,10000,0.5,1.0,2,250,NCE_Q,15,0.5,4988.76904296875,-0.03345959688813076,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
96,10000,0.5,0.5,2,250,real_TRE_Q,15,0.25,4978.38671875,0.12630921817760318,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
84,10000,0.5,1.0,2,250,NCE_Q,15,0.0,4955.72314453125,0.056753014447295455,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
85,10000,0.5,0.75,2,250,real_TRE_Q,15,0.1,4972.2021484375,-0.039880434629614825,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
86,10000,0.5,0.75,2,250,NCE_Q,15,0.1,4967.1357421875,0.015508907753261454,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
87,10000,0.5,0.75,2,250,real_TRE_Q,15,0.25,4957.40185546875,-0.018620606085903896,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
88,10000,0.5,0.75,2,250,NCE_Q,15,0.25,4889.0048828125,-0.0353875432884607,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
90,10000,0.5,0.75,2,250,real_TRE_Q,15,0.5,4985.150390625,-0.04220168243355396,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
91,10000,0.5,0.75,2,250,NCE_Q,15,0.5,4980.9658203125,0.010694625719127614,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
95,10000,0.5,0.5,2,250,NCE_Q,15,0.1,4963.5146484375,-0.07281504491857627,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
99,10000,0.5,0.5,2,250,NCE_Q,15,0.5,4974.2314453125,-0.030051266303695277,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
97,10000,0.5,0.5,2,250,NCE_Q,15,0.25,4988.029296875,0.05679457851250376,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
98,10000,0.5,0.5,2,250,real_TRE_Q,15,0.5,4981.77099609375,0.0763377550700573,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
94,10000,0.5,0.5,2,250,real_TRE_Q,15,0.1,4902.791015625,-0.03845192548312393,2.0000000000001775e-200,0.99,-0.4900398412719369,0.99,0.99,0.99,0.99
15,5000,0.5,0.5,2,250,real_TRE_Q,15,0.1,2492.577880859375,0.2417656035259427,2.7310763292363086e-210,0.9920319318771362,-0.4998804789793212,0.98,1.0,1.0,1.0
16,5000,0.5,0.5,2,250,NCE_Q,15,0.1,2484.1865234375,-0.02771882202537592,2.1544393453090325e-240,0.9960159659385681,-0.4999203193219728,0.98,1.0,1.0,1.0
57,10000,0.5,1.0,2,250,real_TRE_Q,3,0.0,4951.83642578125,-0.010988687563963822,2.1544393453090325e-240,0.9960159659385681,-0.4999203193219728,0.98,1.0,1.0,1.0
142,1000,0.5,0.75,2,250,NCE_Q,15,0.1,499.3893737792969,-0.07075804363396021,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
146,1000,0.5,0.75,2,250,NCE_Q,15,0.5,496.75482177734375,-0.022165625257953844,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
145,1000,0.5,0.75,2,250,real_TRE_Q,15,0.5,490.1966857910156,0.032715133387821026,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
149,1000,0.5,1.0,2,250,real_TRE_Q,3,0.5,494.28045654296875,-0.042555140531905206,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
144,1000,0.5,0.75,2,250,NCE_Q,15,0.25,498.8376159667969,0.03497084088839939,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
143,1000,0.5,0.75,2,250,real_TRE_Q,15,0.25,494.2785949707031,-0.05245554068411849,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
155,1000,0.5,0.5,2,250,NCE_Q,15,0.5,498.6206359863281,0.056836480054085536,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
153,1000,0.5,0.5,2,250,NCE_Q,15,0.25,498.89715576171875,0.07507156774899494,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
154,1000,0.5,0.5,2,250,real_TRE_Q,15,0.5,497.8764953613281,-0.04422674905486273,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
137,1000,0.5,1.0,2,250,NCE_Q,15,0.5,499.5918884277344,-0.007940519914563514,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
141,1000,0.5,0.75,2,250,real_TRE_Q,15,0.1,498.0693664550781,0.003125601553098023,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
138,1000,0.5,1.0,2,250,NCE_Q,3,0.25,499.63031005859375,0.02586885480118748,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
135,1000,0.5,1.0,2,250,NCE_Q,15,0.25,499.83428955078125,0.11056403486978379,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
136,1000,0.5,1.0,2,250,real_TRE_Q,15,0.5,494.4729309082031,-0.08915629599456752,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
152,1000,0.5,0.5,2,250,real_TRE_Q,15,0.25,494.2229919433594,-0.01463721480195787,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
0,1000,0.5,1.0,2,250,real_TRE_Q,3,0.1,484.9385986328125,0.05470710219254677,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
158,1000,0.5,1.0,2,250,real_TRE_Q,50,0.1,496.1152648925781,0.07360287274787243,0.0,1.0,-0.5,1.0,1.0,1.0,1.0
