"alp","null","d","n","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"0.0","True","1","1000","0.543885274601938","0.134936032098423","0.950128432882863","0.470728362362026","0.218806369536234","0.0285676443172777","0.758122204754108","0.697441087607702","0.0230861869822364","0.210287724508822","0.242286721118165","0.589611288581475","0.563862745082082","0.0536492403581402","0.543965029075196","0.38029134640997","0.911901241336265","0.0794653122017904","0.937457613264765","0.912336835759461","0.583112407784912","0.573541474980886","0.302150130172457","0.939157709721905","0.111655918488564","0.627786345489885","0.29758089129518","0.867493071204137","0.283335670383677","0.936710127483501","0.550247458976183","0.89255865314992","0.144699432118903","0.429488188128127","0.193152367033647","0.664137032048084","0.0537452626391547","0.672066155955319","0.197405796405108","0.673635557742196","0.430595999323931","0.860709879086747","0.50523386233804","0.17434904676803","0.932485210121467","0.454270179190043","0.883913169067908","0.0854220115177689","0.651950871546133","0.851273244177459","0.422321228709158","0.494932042513599","0.52848196975743","0.466099898668146","0.101455786996805","0.492360774555375","0.414753871732845","0.0977348118785696","0.023040385788461","0.790325932478542","0.391946978393398","0.0557142931833774","0.298614225210906","0.192151337871827","0.714194294617096","0.300662054166781","0.521148747847408","0.617715411607284","0.459406678480389","0.209464942828811","0.39015365914181","0.79126388787368","0.618526531436921","0.275577178712119","0.434046965649878","0.369291830487257","0.202665445120321","0.377161445452905","0.344492104272936","0.139941587726763","0.962699764774893","0.695764851665363","0.282950273969927","0.118423663345462","0.85685696576391","0.601785367402092","0.317288177775746","0.625382373780952","0.480621626452551","0.0775966898354586","0.0549411093628642","0.987506824435456","0.00132729850628453","0.432581578269493","0.429540064691786","0.550278836721748","0.611901493413418","0.161666817935919","0.52959533423634","0.670553642656277"
"0.0","True","1","5000","0.233559213323351","0.533010101106871","0.272140644263397","0.199499431805409","0.929356450170304","0.234853898051682","0.589863793318608","0.806713219558357","0.364825867223094","0.528333885247744","0.617031098123382","0.714393603974492","0.924025579191876","0.975276794871691","0.331196747422414","0.113597124834216","0.939271499507992","0.298026093482847","0.657664945090059","0.987835774037831","0.515764402844978","0.894799885974552","0.221261882615854","0.723256426441421","0.459680725900779","0.474742395865248","0.54355829147083","0.486414447263268","0.671596096857951","0.529105699584404","0.900695127844124","0.967121925992429","0.846081248893925","0.590590264559327","0.790888633234431","0.143110963352452","0.287041892224526","0.860945516787983","0.578192161709734","0.920945480151905","0.752349331801807","0.216017432368295","0.982708597729404","0.295152063081437","0.583041579594413","0.319554732199234","0.81081012281978","0.181573425080481","0.448336217420182","0.377960827563714","0.362316581801124","0.130194217419369","0.0123839139663308","0.465227195858523","0.245549780525456","0.546442316385739","0.856654902039986","0.664040534697345","0.379074314305528","0.58261616036906","0.708522746543663","0.462275039271563","0.824594017089732","0.538855040449456","0.809119918191071","0.28093669410532","0.896571408649364","0.223678002756352","0.290785331587215","0.676120520955653","0.50930303080384","0.132651399896262","0.258715893049928","0.884650036368023","0.0458784095319088","0.716837163201153","0.845539877292481","0.725953115271513","0.643359527343511","0.53414527101117","0.922982490492262","0.322218009623171","0.496943009158386","0.564047434493214","0.242704691395447","0.920066669686848","0.698972559831872","0.25977682112637","0.67546989667572","0.0241038133507721","0.87724258059797","0.75916126215547","0.016459485955396","0.246996434284151","0.257921812819205","0.954964762008034","0.618300976304738","0.518603439892316","0.00127835090454886","0.507866609769667"
"0.0","True","1","10000","0.0260544350264232","0.540874461233934","0.183860855594753","0.0383095341807643","0.376402137966551","0.950185867606869","0.161369104823099","0.84972400475075","0.872753091423728","0.197885778789072","0.936312009399393","0.76375638745256","0.368881516173959","0.872146244846138","0.0270617896525765","0.252206594865949","0.634642655183364","0.48324242752749","0.680228875607603","0.988016140307097","0.219916706158295","0.156196516563752","0.912879224443508","0.439013844022082","0.726110037259436","0.950884867875662","0.361532476492628","0.774171661153233","0.998584739121339","0.427380229832218","0.861153157834483","0.680377943258773","0.682271056941942","0.0996990796485035","0.738382166494596","0.106764769108828","0.837889377991362","0.73840499518618","0.413922588787898","0.465033517781424","0.570168643231539","0.0702372407154478","0.785428276111538","0.477248143407538","0.989270539996183","0.485490863397041","0.715838025406618","0.601617618898493","0.294083295787183","0.89702631423451","0.949019368036328","0.0127442856730299","0.0220175974867683","0.611478940469003","0.201097116803949","0.878988400459534","0.969303429824069","0.904195389074795","0.98079918931406","0.867033707901048","0.875259916275218","0.980381458308682","0.592699570872565","0.779534007870846","0.140133179731542","0.190258827832637","0.854004371572634","0.763676126334437","0.743741079050806","0.534807144085832","0.948826968135597","0.34750041224654","0.264526660257225","0.548762016895656","0.0400513164620591","0.953574400795196","0.897200018285949","0.0893512328900991","0.86294819359414","0.538632268787104","0.711292464003889","0.763166893392948","0.476948114119001","0.704189989203232","0.958480426936711","0.165766565734023","0.46245403155331","0.899062716571996","0.955939579464603","0.881782942882422","0.668872392253194","0.91223067303087","0.0525537697085799","0.432287341510625","0.323252138431589","0.40801179406087","0.805091519509366","0.815130228858481","0.180685953987572","0.948661726393399"
"0.0","False","1","1000","0.543885274601938","0.134936032098423","0.950128432882863","0.470728362362026","0.218806369536234","0.0285676443172777","0.758122204754108","0.697441087607702","0.0230861869822364","0.210287724508822","0.242286721118165","0.589611288581475","0.563862745082082","0.0536492403581402","0.543965029075196","0.38029134640997","0.911901241336265","0.0794653122017904","0.937457613264765","0.912336835759461","0.583112407784912","0.573541474980886","0.302150130172457","0.939157709721905","0.111655918488564","0.627786345489885","0.29758089129518","0.867493071204137","0.283335670383677","0.936710127483501","0.550247458976183","0.89255865314992","0.144699432118903","0.429488188128127","0.193152367033647","0.664137032048084","0.0537452626391547","0.672066155955319","0.197405796405108","0.673635557742196","0.430595999323931","0.860709879086747","0.50523386233804","0.17434904676803","0.932485210121467","0.454270179190043","0.883913169067908","0.0854220115177689","0.651950871546133","0.851273244177459","0.422321228709158","0.494932042513599","0.52848196975743","0.466099898668146","0.101455786996805","0.492360774555375","0.414753871732845","0.0977348118785696","0.023040385788461","0.790325932478542","0.391946978393398","0.0557142931833774","0.298614225210906","0.192151337871827","0.714194294617096","0.300662054166781","0.521148747847408","0.617715411607284","0.459406678480389","0.209464942828811","0.39015365914181","0.79126388787368","0.618526531436921","0.275577178712119","0.434046965649878","0.369291830487257","0.202665445120321","0.377161445452905","0.344492104272936","0.139941587726763","0.962699764774893","0.695764851665363","0.282950273969927","0.118423663345462","0.85685696576391","0.601785367402092","0.317288177775746","0.625382373780952","0.480621626452551","0.0775966898354586","0.0549411093628642","0.987506824435456","0.00132729850628453","0.432581578269493","0.429540064691786","0.550278836721748","0.611901493413418","0.161666817935919","0.52959533423634","0.670553642656277"
"0.0","False","1","5000","0.233559213323351","0.533010101106871","0.272140644263397","0.199499431805409","0.929356450170304","0.234853898051682","0.589863793318608","0.806713219558357","0.364825867223094","0.528333885247744","0.617031098123382","0.714393603974492","0.924025579191876","0.975276794871691","0.331196747422414","0.113597124834216","0.939271499507992","0.298026093482847","0.657664945090059","0.987835774037831","0.515764402844978","0.894799885974552","0.221261882615854","0.723256426441421","0.459680725900779","0.474742395865248","0.54355829147083","0.486414447263268","0.671596096857951","0.529105699584404","0.900695127844124","0.967121925992429","0.846081248893925","0.590590264559327","0.790888633234431","0.143110963352452","0.287041892224526","0.860945516787983","0.578192161709734","0.920945480151905","0.752349331801807","0.216017432368295","0.982708597729404","0.295152063081437","0.583041579594413","0.319554732199234","0.81081012281978","0.181573425080481","0.448336217420182","0.377960827563714","0.362316581801124","0.130194217419369","0.0123839139663308","0.465227195858523","0.245549780525456","0.546442316385739","0.856654902039986","0.664040534697345","0.379074314305528","0.58261616036906","0.708522746543663","0.462275039271563","0.824594017089732","0.538855040449456","0.809119918191071","0.28093669410532","0.896571408649364","0.223678002756352","0.290785331587215","0.676120520955653","0.50930303080384","0.132651399896262","0.258715893049928","0.884650036368023","0.0458784095319088","0.716837163201153","0.845539877292481","0.725953115271513","0.643359527343511","0.53414527101117","0.922982490492262","0.322218009623171","0.496943009158386","0.564047434493214","0.242704691395447","0.920066669686848","0.698972559831872","0.25977682112637","0.67546989667572","0.0241038133507721","0.87724258059797","0.75916126215547","0.016459485955396","0.246996434284151","0.257921812819205","0.954964762008034","0.618300976304738","0.518603439892316","0.00127835090454886","0.507866609769667"
"0.0","False","1","10000","0.0260544350264232","0.540874461233934","0.183860855594753","0.0383095341807643","0.376402137966551","0.950185867606869","0.161369104823099","0.84972400475075","0.872753091423728","0.197885778789072","0.936312009399393","0.76375638745256","0.368881516173959","0.872146244846138","0.0270617896525765","0.252206594865949","0.634642655183364","0.48324242752749","0.680228875607603","0.988016140307097","0.219916706158295","0.156196516563752","0.912879224443508","0.439013844022082","0.726110037259436","0.950884867875662","0.361532476492628","0.774171661153233","0.998584739121339","0.427380229832218","0.861153157834483","0.680377943258773","0.682271056941942","0.0996990796485035","0.738382166494596","0.106764769108828","0.837889377991362","0.73840499518618","0.413922588787898","0.465033517781424","0.570168643231539","0.0702372407154478","0.785428276111538","0.477248143407538","0.989270539996183","0.485490863397041","0.715838025406618","0.601617618898493","0.294083295787183","0.89702631423451","0.949019368036328","0.0127442856730299","0.0220175974867683","0.611478940469003","0.201097116803949","0.878988400459534","0.969303429824069","0.904195389074795","0.98079918931406","0.867033707901048","0.875259916275218","0.980381458308682","0.592699570872565","0.779534007870846","0.140133179731542","0.190258827832637","0.854004371572634","0.763676126334437","0.743741079050806","0.534807144085832","0.948826968135597","0.34750041224654","0.264526660257225","0.548762016895656","0.0400513164620591","0.953574400795196","0.897200018285949","0.0893512328900991","0.86294819359414","0.538632268787104","0.711292464003889","0.763166893392948","0.476948114119001","0.704189989203232","0.958480426936711","0.165766565734023","0.46245403155331","0.899062716571996","0.955939579464603","0.881782942882422","0.668872392253194","0.91223067303087","0.0525537697085799","0.432287341510625","0.323252138431589","0.40801179406087","0.805091519509366","0.815130228858481","0.180685953987572","0.948661726393399"
"0.02","True","1","1000","0.544693817209234","0.135206743174277","0.950024369117281","0.470614832139252","0.219979521379577","0.0285198464522807","0.758570727672152","0.698239011251472","0.0230840706203406","0.211405623792923","0.243520275696457","0.589565742455222","0.563848796161232","0.0539519945481058","0.54396028397869","0.380235029494877","0.912034100912304","0.0794643232410163","0.937453233591126","0.912440993080909","0.583305351969643","0.574032940509017","0.301743421312755","0.939226102277506","0.111623074110577","0.628249787050238","0.299242077494205","0.867485802129413","0.283483359757587","0.936705695208802","0.551592340325556","0.892547769033373","0.14435113235554","0.429471082285782","0.193145010157291","0.663672201677993","0.0536438590546232","0.672066124313603","0.197298660478854","0.673538411938528","0.430191696424538","0.86092210084499","0.504928429001295","0.174322247150407","0.932457793301106","0.454186683193949","0.883911493365118","0.0852629382305419","0.65291805402043","0.851273062759523","0.422152594324847","0.49485146475565","0.527380914585713","0.46691534620954","0.102322462607087","0.492311926202965","0.41422003007778","0.0977169439264454","0.0227676670755733","0.790707978892582","0.393533244940389","0.0557116445072494","0.299596254227694","0.192047141973671","0.714169292820854","0.30058517601393","0.520733474967054","0.618822064860533","0.45905105247189","0.209353104118502","0.390148608403373","0.791188681725514","0.618478364135766","0.275277184200247","0.433863916107203","0.368908713463858","0.202325161098299","0.378066702129428","0.344475799711422","0.139916025278855","0.962732039565374","0.695757711984089","0.282936148182545","0.118423598620914","0.85678736146737","0.600956737709167","0.317261102615858","0.625383975620155","0.480540838786579","0.0776132628666105","0.0548368375378853","0.98755055182209","0.00132727763286382","0.43262631584966","0.428945764301088","0.550247047248835","0.611862784068649","0.161619286966814","0.52953498584916","0.670985697438181"
"0.02","True","1","5000","0.233559063514483","0.53289706088319","0.272062799145616","0.199483842834663","0.929356445623559","0.234852756689535","0.589861319360755","0.806712733682698","0.364819156582416","0.528333280454292","0.617014901019938","0.714390652517567","0.924024596038816","0.975276639636213","0.331168583591951","0.113592039276486","0.939267525630175","0.298024319097903","0.657648615895208","0.987835760657202","0.515734637873689","0.894795585221705","0.221246565368297","0.723255180587519","0.459618595056195","0.4747418374906","0.543548686628396","0.48640470370212","0.671576325036817","0.529091489722714","0.900680226764673","0.967120120061273","0.846081262773157","0.590585325584991","0.790881949847647","0.143050517427832","0.287011198358755","0.86094516134931","0.578161628280502","0.920945311200745","0.752339500670503","0.215967908355474","0.982703275779961","0.295142299097572","0.583021014126911","0.319554732101931","0.810781186738112","0.181396106921901","0.448318644699809","0.37794436509567","0.362279397302111","0.130112974013946","0.0123710020592484","0.465219704939541","0.24554920388058","0.546438204614947","0.8566510624882","0.664008345862572","0.379022294526733","0.582615744543123","0.708517398992461","0.462254405807117","0.824577209100167","0.538827880874345","0.809117524269457","0.280934545589364","0.896559385344945","0.223591227527209","0.290762890353331","0.676042507238817","0.509127662384009","0.132529946472497","0.258710293792413","0.884642182261015","0.0458655972636035","0.716837183309058","0.845530788196557","0.725940317792772","0.643359253413286","0.534143422057461","0.922972078172661","0.322217573235685","0.496919785924336","0.564044117166986","0.242635037820464","0.920043143948074","0.698972040992608","0.259741741870577","0.675452951774457","0.0241032014329544","0.877240012582131","0.759160135746497","0.0164590958799935","0.246994819011665","0.25787407996476","0.954958167806282","0.618298802733122","0.518596468201537","0.00127835042358472","0.507790756787858"
"0.02","True","1","10000","0.026045171369972","0.540816920697019","0.183820425486271","0.0383031561993068","0.376402038732917","0.95018487956581","0.161363429518333","0.849723011558015","0.872753072235348","0.197885559908494","0.93630979484446","0.763741525949901","0.368880622748311","0.872146031961243","0.0270608089719743","0.25217471016119","0.634642624758681","0.483237927107565","0.680216717560652","0.988016104563803","0.219803307077583","0.156196129153932","0.912872182346886","0.439008094241169","0.726109837608614","0.950884780855281","0.361517042569632","0.774152781465616","0.99858475011459","0.427342325801652","0.861149359673024","0.680363418687936","0.682252954594234","0.0996764247803859","0.738381601484319","0.106759885484214","0.837884535361933","0.738404546485083","0.41390387878475","0.4650290370775","0.570162319624366","0.0702280563822566","0.785424418959965","0.477237420401357","0.989270482158712","0.485469246386085","0.715831235216003","0.601591320798235","0.294078836512135","0.897024746905287","0.949019231562478","0.0127426210596956","0.0220126338630542","0.611447908411987","0.201084268284871","0.878987549107173","0.969302548365984","0.90418775071201","0.980797668932498","0.867033669189356","0.875259065886894","0.980379489236444","0.592647785588041","0.779485975349485","0.140090337424892","0.190223559601855","0.854000065840399","0.763675910207011","0.743679031574638","0.534798060273455","0.948815542493819","0.347495333292166","0.264501126241031","0.548761891524439","0.0400457068068268","0.953569613025895","0.8971998737947","0.0893146773907056","0.862946838497672","0.538630385392014","0.711291059300231","0.763154058729325","0.476948114943239","0.704189059112119","0.95847953978765","0.165738189034137","0.462419981934191","0.899059537895663","0.955939532679211","0.881782404513446","0.66885720661952","0.912230331137265","0.0525384991178843","0.43228725920939","0.323195625916956","0.407981490654059","0.805090638949077","0.815130203753062","0.180684562981188","0.948661399189206"
"0.02","False","1","1000","0.020119692351363","0.00149006181062974","0.122951536402346","0.340834185074202","0.00354157061043985","0.000196308629268078","0.198753901999763","0.179920621187582","7.58208133496251e-05","0.00342632807136626","0.00403298872582754","0.0313267485640856","0.0221352238725236","0.823594314580563","0.0282083488300725","0.342186638219667","0.0594371519672905","0.000918074615333927","0.12792778356072","0.0745181296519629","0.302322079994216","0.259264301880109","0.50693178872827","0.0844343326284257","0.00136821046399439","0.0416567316530714","0.481301853524594","0.0663079030209394","0.00649940026915234","0.128813767462143","0.307134028785468","0.129478929377254","0.0011133681032363","0.0139688668088174","0.657650428204636","0.0323300859236397","0.718513160743066","0.0356987626592299","0.805024839764105","0.213807367618942","0.391407521145005","0.12462676938902","0.329019525510321","0.729452659383256","0.0750678985829476","0.357347425494995","0.134634103287397","0.00057853923435996","0.0449767774557013","0.138729557642753","0.373109818111881","0.0155958737910319","0.260328823832747","0.336531097417247","0.00144246426340944","0.273630260054743","0.462382522330822","0.840327560771745","6.27528215312884e-05","0.162257210666819","0.00844754653642934","0.932449220388589","0.448062664020069","0.673177772828152","0.0308145626092871","0.0083538282867959","0.0364059456566773","0.0350192561826283","0.432740582061772","0.00308636670955624","0.0101028255714752","0.0648356979393746","0.0434473256057086","0.00418145722748486","0.0172013733324224","0.0136807962641067","0.694224408048512","0.441375947112195","0.0109109786521541","0.000887644859845738","0.119984769807778","0.03988375515234","0.0055872369696556","0.00107642690323907","0.153873762771238","0.198059826724041","0.369646731628016","0.177677490479778","0.385105923898356","0.000594919830533249","0.861573405387797","0.108550473392042","1.26514358215432e-06","0.297134986559896","0.347210654455658","0.232434983939297","0.275395885935606","0.691393664109159","0.336380349171801","0.0338813350810461"
