"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
0.00172293172955499,1.39165884616313e-05,0.000408703696665447,2.69799769715157e-07,2.09995284215879e-05,0.000417880061861373,2.84539234352232e-07,5.49617174512889e-07,3.24546190725101e-06,1.19062502554044e-07,5.27372977925995e-05,5.66214818549029e-05,0.000127320692899365,2.33556281395321e-09,1.4107747609676e-05,0.000315674395075152,1.20547319869321e-08,0.00182086299738502,0.000335980820639364,2.72474112827297e-09,1.29212928489698e-08,6.72393136716102e-08,0.00661122922806184,4.84439582601262e-05,2.92174886444053e-05,0.000572248738891226,0.000210395702412561,5.02616558702897e-05,4.66934438645086e-06,0.00102578267435851,5.61944992273295e-05,2.01398371976442e-06,6.76005286308577e-05,4.07113903097325e-06,0.00112402540756294,2.24206255431276e-06,2.2405296209649e-05,1.11866456721113e-05,6.22789047039014e-08,4.12131912194686e-06,1.0725549914744e-06,0.000160811234081345,5.13033031246003e-05,1.25299296750674e-05,9.47530098611924e-05,0.000594175112245947,0.00076942881252219,1.00607887220447e-05,1.1608962354611e-05,6.05399982336004e-07,1.11752032555489e-05,3.0246486507296e-08,2.32178356437598e-07,0.0410743221120541,3.28996630738248e-07,0.00249821250973346,1.55295817500057e-05,5.69122401966783e-06,0.000166306103952021,1.02088681060958e-06,0.00286371609542442,1.83470502746755e-05,5.98004528220295e-05,8.12933210868088e-09,5.32284775742735e-05,0.0189788932163132,0.000690861394654545,1.34613309373857e-05,0.00256960848853636,9.6292198670938e-07,0.0112585467896977,2.29102825305562e-07,4.15148121784985e-08,0.000191592410799317,4.18179313959773e-06,0.0013634303261609,3.23271196718753e-05,1.19059284013702e-05,9.23392309527884e-10,0.000362632268549297,0.000618854504827397,0.00231808731706597,1.58790906137164e-05,0.000943987889869448,2.40018958485617e-06,0.00325186975785918,4.11668571026915e-09,2.05402732119349e-05,0.00159392293941487,6.11940624362013e-05,2.29646555229293e-06,1.05388767828655e-05,9.55390797000348e-10,0.000768430232087176,0.000224576864889232,7.14907975461967e-08,5.70708690266673e-07,1.18869956483921e-05,1.65545633339884e-07,1.4785849623369e-05
